id,source_id,source_cutoff,question_text,trigger_span,answer_text,answer_span,answer_score,snippet_has_arg1_of,trigger_has_arg1_of,answer_has_arg2_of
cities.S5.Q1,cities,431,What is the new map?,"[393, 422]",Relationships.,"[482.0, 495.0]",3.0,"['Implicit:Comparison.Concession.Arg2-as-denier', 'Explicit:nan']",['Implicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S7.Q1,cities,614,How can you map people?,"[584, 612]",Connecting them through relationships.,"[681.0, 728.0]",3.0,"['Implicit:Expansion.Conjunction', 'Explicit:nan']",['Implicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction']
cities.S9.Q1,cities,846,How would it look?,"[735, 761]",,,2.0,"['Implicit:Comparison.Contrast', 'Explicit:nan']",['Implicit:Comparison.Contrast'],[]
cities.S11.Q1,cities,1147,Is the city segregated?,"[913, 956]",,,2.0,['Explicit:Contingency.Cause.Reason'],[],[]
cities.S13.Q1,cities,1339,Are people isolated?,"[1220, 1245]",,,2.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S6.Q1,cities,461,what kind of map is it?,"[431, 459]",This is a map that shows relationships of people in this writers hometown ,"[471.0, 525.0]",4.0,"['Implicit:Expansion.Substitution.Arg2-as-subst', 'Explicit:nan']",['Implicit:Expansion.Substitution.Arg2-as-subst'],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S35.Q1,cities,2859,what can be done to reduce barriers,"[2779, 2808]",,,1.0,[],[],[]
cities.S2.Q1,cities,386,who maps out cities,"[342, 384]",,,1.0,"['Implicit:Expansion.Conjunction', 'Explicit:nan']",['Implicit:Expansion.Conjunction'],[]
cities.S74.Q1,cities,5651,What kind of relationships between people are most important?,"[5581, 5619]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S48.Q1,cities,3725,What's the most popular kind of music in Rio De Janeiro?,"[3653, 3677]",,,2.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],[]
cities.S29.Q1,cities,2698,what can be done to move communities closer,"[2568, 2598]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S25.Q1,cities,2135,how is the media bringing communities closer?,"[2054, 2069]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S27.Q1,cities,2379,why is one group dominating? How does it harm all others?,"[2139, 2180]",gentrification old vs new ,"[2639.0, 2673.0]",5.0,[],[],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier', 'AltLex:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
cities.S65.Q1,cities,4929,What is a better proxy for diversity than race?,"[4886, 4927]",,,2.0,"['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']","['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']",[]
cities.S70.Q1,cities,5252,What are those problems which can be addressed by more diversity?,"[5141, 5194]",,,1.0,['Explicit:Expansion.Conjunction'],[],[]
cities.S72.Q1,cities,5447,What problems require such new ways to think about diversity?,"[5287, 5338]","This is a high level look at solving unspecified, but real problems. Seems like TED talk nonsense.","[5766.0, 5819.0]",3.0,['NoRel:nan'],['NoRel:nan'],['Explicit:Expansion.Conjunction']
cities.S40.Q1,cities,3168,What does Rio de Janerio have to do with this?,"[3131, 3166]",It's different from San Francisco.,"[3326.0, 3355.0]",3.0,['EntRel:nan'],['EntRel:nan'],['Implicit:Expansion.Equivalence']
cities.S42.Q1,cities,3405,How are Rio de Janeiro and San Francisco different?,"[3383, 3403]",The people get along even though they are different.,"[3580.0, 3629.0]",3.0,['NoRel:nan'],['NoRel:nan'],"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']"
cities.S30.Q1,cities,2859,Why is the LGBT community not getting along with the geek community?,"[2761, 2803]",,,1.0,[],[],[]
cities.S52.Q1,cities,3882,What kind of stand-up comedians are popular?,"[3790, 3805]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],[]
cities.S23.Q1,cities,1952,how would you find more connectivity?,"[1916, 1950]",offered up the media in Baltimore as further connections ,"[2074.0, 2116.0]",4.0,['EntRel:nan'],['EntRel:nan'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S33.Q1,cities,2880,Why don't the LGBT and geek communities get along?,"[2779, 2827]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[]
cities.S38.Q1,cities,3043,What is the photo of?,"[2952, 2962]",,,1.0,['Explicit:Expansion.Conjunction'],[],[]
cities.S44.Q1,cities,3571,What is TEDxRio?,"[3499, 3506]",,,1.0,"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']",[],[]
cities.S14.Q1,cities,1553,Do you want to meet new people,"[1209, 1251]",Do you like the individuality or the connectivity more?,"[1585.0, 1636.0]",4.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast']
cities.S21.Q1,cities,1763,Is sport the only connector?,"[1688, 1761]",the only connector sports and one company,"[1861.0, 1876.0]",5.0,['NoRel:nan'],['NoRel:nan'],"['NoRel:nan', 'Explicit:Expansion.Conjunction']"
cities.S37.Q1,cities,2917,What does it lead to?,"[2887, 2915]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
cities.S51.Q1,cities,3864,What is the most popular kind of music there?,"[3731, 3785]",,,1.0,"['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct', 'Explicit:Expansion.Conjunction']",[],[]
cities.S39.Q1,cities,3131,What kind of map?,"[3114, 3129]",a map that shows heterogeneous cities,"[3338.0, 3355.0]",3.0,['NoRel:nan'],['NoRel:nan'],['Implicit:Expansion.Equivalence']
cities.S41.Q1,cities,3326,How is everything mixed up in Rio?,"[3288, 3324]",The city has a heterogenous population.,"[3326.0, 3355.0]",4.0,['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence']
cities.S43.Q1,cities,3499,What are the people like?,"[3424, 3497]",There is a diverse population and some are interested in music.,"[3623.0, 3677.0]",4.0,"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']","['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']","['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']"
cities.S45.Q1,cities,3679,What kinds of music do they have there?,"[3653, 3677]","There is country, rap, gospel, funk and even boy bands.","[3731.0, 3785.0]",5.0,['AltLex:Expansion.Instantiation'],['AltLex:Expansion.Instantiation'],['Implicit:Expansion.Conjunction']
cities.S68.Q1,cities,4929,Does race equal diversity?,"[4886, 4927]","no, we should change the way we think about diversity","[5207.0, 5250.0]",4.0,"['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']","['Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']","['AltLex:Hypophora', 'Explicit:Contingency.Cause.Result']"
cities.S19.Q2,cities,1553,How is this data gathered?,"[1395, 1434]",,,1.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],[]
cities.S1.Q2,cities,241,What is it that we do not think about in regards to mapping cities?,"[128, 150]",The author seems to be implying that we do not think about deeper meanings behind maps ,"[584.0, 612.0]",3.0,"['Explicit:Expansion.Disjunction', 'Explicit:nan']",['Explicit:Expansion.Disjunction'],['Explicit:Expansion.Conjunction']
cities.S5.Q2,cities,431,What is this new kind of map?,"[414, 429]",This is a map of relationships ,"[461.0, 495.0]",5.0,"['Implicit:Comparison.Concession.Arg2-as-denier', 'Explicit:nan']",['Implicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S7.Q2,cities,614,In what way does each dot represent a person?,"[554, 575]",It is clear that the authors version of a map is a means of social representation ,"[624.0, 670.0]",4.0,"['Implicit:Expansion.Conjunction', 'Explicit:nan']",[],['Implicit:Expansion.Conjunction']
cities.S9.Q2,cities,846,Why is this version of a map necessary?,"[700, 728]","It creates a map of people, rather than a map of places ","[1303.0, 1337.0]",5.0,"['Implicit:Comparison.Contrast', 'Explicit:nan']",[],"['Explicit:Comparison.Concession.Arg2-as-denier', 'AltLex:Contingency.Cause.Reason']"
cities.S11.Q2,cities,1147,Can this map version up to interpretation?,"[1034, 1061]",It seems that maps like these would be primarily for the use of the people it represents ,"[1257.0, 1298.0]",3.0,['Explicit:Contingency.Cause.Reason'],[],"['Explicit:Comparison.Concession.Arg2-as-denier', 'AltLex:Contingency.Cause.Reason']"
cities.S13.Q2,cities,1339,Does this map also represent socio-economic status?,"[1209, 1245]",It seems to strictly measure behavioral patterns and interests ,"[1593.0, 1645.0]",3.0,['NoRel:nan'],['NoRel:nan'],['Explicit:Comparison.Contrast']
cities.S2.Q2,cities,386,How are cities mapped out?,"[316, 356]",,,2.0,"['Implicit:Expansion.Conjunction', 'Explicit:nan']",['Implicit:Expansion.Conjunction'],[]
cities.S6.Q2,cities,461,What kind of map is it?,"[393, 429]",It is a relationship map.,"[461.0, 495.0]",4.0,"['Implicit:Expansion.Substitution.Arg2-as-subst', 'Explicit:nan']",[],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S8.Q2,cities,730,How diverse is this network?,"[676, 728]",They are both african americans and latinos.,"[900.0, 950.0]",3.0,"['EntRel:nan', 'Explicit:nan']",['EntRel:nan'],['Implicit:Comparison.Contrast']
cities.S54.Q1,cities,4072,Are sports and music fans similar?,"[3984, 4024]","No, they are very diverse","[4141.0, 4183.0]",3.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']",['Implicit:Contingency.Cause+Belief.Result+Belief'],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
cities.S10.Q2,cities,1034,What are the geeks concerned about?,"[972, 1032]",,,1.0,['Explicit:nan'],[],[]
cities.S12.Q2,cities,1209,Are you part of any other networks?,"[1114, 1145]",,,1.0,"['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Implicit:Expansion.Equivalence']",[],[]
cities.S16.Q2,cities,1509,What is the name of this network?,"[1346, 1370]",,,1.0,[],[],[]
cities.S20.Q2,cities,1666,What sports do they enjoy?,"[1608, 1664]",They have a baseball and a football team.,"[1669.0, 1731.0]",5.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation']
cities.S49.Q1,cities,3882,Are different kids of people into music?,"[3594, 3649]","yes, from country to Justin bieber","[4030.0, 4070.0]",3.0,"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']"
cities.S56.Q1,cities,4211,Is rio a fun city?,"[4126, 4129]",it's fun and diverse with lots of data on it.,"[4219.0, 4246.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S58.Q1,cities,4369,Can rio be compared to other cities?,"[4289, 4340]","yes, they have a lot of data to do so.","[4477.0, 4507.0]",3.0,[],[],"['AltLex:Hypophora', 'Implicit:Expansion.Equivalence']"
cities.S60.Q1,cities,4578,Why are they segregated?,"[4437, 4470]",People choose to segregate themselves,"[4711.0, 4770.0]",3.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['AltLex:Hypophora', 'Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']"
cities.S64.Q1,cities,4772,Is social life like a high school?,"[4678, 4705]",,,1.0,"['Implicit:Comparison.Concession.Arg2-as-denier', 'Implicit:Expansion.Conjunction']",['Implicit:Comparison.Concession.Arg2-as-denier'],[]
cities.S33.Q2,cities,2880,Why are communities not getting along in San Francisco?,"[2779, 2803]",,,2.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[]
cities.S38.Q2,cities,3043,What IS happening on the ground in San Francisco?,"[2993, 3041]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S40.Q2,cities,3168,What's the similarities between San Francisco and Rio de Janeiro?,"[3131, 3166]",It's a mixed city with varied cultures and peoples.,"[3326.0, 3355.0]",3.0,['EntRel:nan'],['EntRel:nan'],['Implicit:Expansion.Equivalence']
cities.S42.Q2,cities,3405,How does Rio de Janeiro illustrate the point about San Francisco?,"[3168, 3219]",,,1.0,['NoRel:nan'],[],[]
cities.S44.Q2,cities,3571,What is TEDxRio?,"[3499, 3506]",,,1.0,"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']",[],[]
cities.S48.Q2,cities,3725,How does the diversity of people affect Rio?,"[3594, 3629]",,,1.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],[]
cities.S52.Q2,cities,3882,What are the sections that are being talked about?,"[3826, 3839]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],[]
cities.S33.Q3,cities,2880,Why isn't the LGBT community getting along with the geek community?,"[2790, 2827]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[]
cities.S38.Q3,cities,3043,What exactly does the photo show?,"[2984, 3024]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S40.Q3,cities,3168,What does the map show about Rio de Janeiro?,"[3131, 3166]",the map shows that the city is very heterogeneous,"[3288.0, 3324.0]",5.0,['EntRel:nan'],['EntRel:nan'],"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
cities.S42.Q3,cities,3405,What exactly is a heterogeneous city?,"[3338, 3355]",there is a diversity of people in Rio de Janeiro,"[3599.0, 3629.0]",3.0,['NoRel:nan'],['NoRel:nan'],"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']"
cities.S44.Q3,cities,3571,What is TEDxRio?,"[3499, 3506]",,,2.0,"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']",[],[]
cities.S48.Q3,cities,3725,What other diversities are there besides music?,"[3653, 3677]",other diversity is comedy,"[3790.0, 3805.0]",3.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],['Implicit:Expansion.Conjunction']
cities.S52.Q3,cities,3882,Why is it cool?,"[3864, 3881]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",['Explicit:Expansion.Conjunction'],[]
cities.S67.Q2,cities,4837,What can you look at seeing how everybody arranged themselves ,"[4772, 4804]",Maps,"[4977.0, 5018.0]",5.0,['Implicit:Expansion.Conjunction'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason']"
cities.S46.Q1,cities,3864,Why did you have a tremendous diversity of people,"[3639, 3677]",Because they are interested in different types of music ,"[3882.0, 3912.0]",5.0,"['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct', 'Explicit:Expansion.Conjunction']",[],"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']"
cities.S53.Q1,cities,3944,Was the Flamengo football football team represented there ?,"[3913, 3942]",Yes they were ,"[4076.0, 4099.0]",5.0,['Explicit:Contingency.Cause+Belief.Result+Belief'],['Explicit:Contingency.Cause+Belief.Result+Belief'],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
cities.S55.Q1,cities,4185,Are you fit to understanding Rio as being a very multicultural?,"[4100, 4159]",Yes i am .,"[4185.0, 4209.0]",4.0,['NoRel:nan'],['NoRel:nan'],['NoRel:nan']
cities.S59.Q2,cities,4472,How can we understand that it is segregation is a social construct ?,"[4404, 4428]",We can  try to understand it ,"[4605.0, 4647.0]",3.0,"['Implicit:Expansion.Equivalence', 'Implicit:Expansion.Conjunction']",['Implicit:Expansion.Conjunction'],"['AltLex:Hypophora', 'Explicit:Expansion.Conjunction']"
cities.S61.Q2,cities,4707,What is data trying to do?,"[4605, 4637]",The data is aiming a space telescope ,"[4722.0, 4770.0]",4.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],"['AltLex:Hypophora', 'Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']"
cities.S57.Q1,cities,4342,How was the data you have ?,"[4211, 4246]",It was an incredible set of data,"[4404.0, 4428.0]",4.0,['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],['AltLex:Hypophora']
cities.S22.Q1,cities,1916,Is this a sports media network?,"[1891, 1914]",,,2.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S26.Q1,cities,2260,What network?,"[2239, 2258]",It's a hip-hop network and culture spanning the east and west coast and across America.,"[2443.0, 2459.0]",5.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S28.Q1,cities,2461,Why is the Twitter segment delineated in the hip-hop network?,"[2314, 2358]",,,2.0,"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']","['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Comparison.Concession.Arg2-as-denier']",[]
cities.S32.Q1,cities,2745,How have the tensions been expressed?,"[2494, 2542]","Communities are at odds with each other, from the LGBT community, the arts, the geeks, and music.","[2761.0, 2817.0]",4.0,['Implicit:Expansion.Instantiation'],[],"['Explicit:Comparison.Concession.Arg2-as-denier', 'Implicit:Expansion.Instantiation']"
cities.S36.Q1,cities,2880,Why do you think these communities are at odds with each other?,"[2779, 2803]",It shows that certain segments of the network are up in arms about certain other segments. The tech sector is blamed for gentrification.,"[2917.0, 2932.0]",3.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[]
cities.S24.Q1,cities,2021,What's happening in San Francisco?,"[1983, 2019]","Aside from sports, politics, and news, SF has more of a geek and techie influence.","[2184.0, 2201.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Contrast', 'Explicit:Expansion.Conjunction']"
cities.S44.Q4,cities,3571,What do you find so unique about that?,"[3499, 3545]",,,2.0,"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']",[],[]
cities.S33.Q4,cities,2880,Since when? That isn't my experience.,"[2761, 2817]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[]
cities.S38.Q4,cities,3043,What exactly is happening?,"[2984, 3024]",,,2.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S40.Q4,cities,3168,What's the sudden relevance of Rio here? We were just talking about San Francisco.,"[3131, 3166]","Rio is very diverse compared to the other two cities mentioned, Baltimore and San Francisco.","[3326.0, 3369.0]",5.0,['EntRel:nan'],['EntRel:nan'],"['Implicit:Expansion.Equivalence', 'Explicit:Expansion.Level-of-detail.Arg2-as-detail']"
cities.S42.Q4,cities,3405,Why do you think that Rio is heterogeneous and the other two cities are not?,"[3356, 3403]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S48.Q4,cities,3725,How do you think Rio came to be this way?,"[3571, 3629]",,,1.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],[]
cities.S52.Q4,cities,3882,Is BTS included in that category?,"[3725, 3740]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],[]
cities.S17.Q1,cities,1666,What network are you referring to?,"[1352, 1370]",,,1.0,['Implicit:Expansion.Instantiation'],[],[]
cities.S23.Q2,cities,1952,Anywhere else other than San Francisco?,"[1937, 1950]",Baltimore and other cities,"[2107.0, 2133.0]",5.0,['EntRel:nan'],['EntRel:nan'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
cities.S25.Q2,cities,2135,What other subjects are happening?,"[2038, 2078]",geeks and techs are also taking over,"[2184.0, 2201.0]",4.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Contrast', 'Explicit:Expansion.Conjunction']"
cities.S44.Q5,cities,3571,They are all getting along?,"[3424, 3452]",,,1.0,"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']","['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']",[]
cities.S48.Q5,cities,3725,What other groups are in the vicinity?,"[3599, 3619]","other groups include those interested in funk, rap and stand-up comedy","[3773.0, 3805.0]",4.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],['Implicit:Expansion.Conjunction']
cities.S33.Q5,cities,2880,How are they not getting along?,"[2710, 2743]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Result']",[],[]
cities.S38.Q5,cities,3043,What does that mean?,"[2917, 2932]",,,1.0,['Explicit:Expansion.Conjunction'],[],[]
cities.S40.Q5,cities,3168,How are they coping with gentrification?,"[3137, 3166]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
cities.S42.Q5,cities,3405,So they aren't dealing with gentrification at all?,"[3326, 3355]",,,2.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S27.Q2,cities,2379,Any other employees?,"[2341, 2358]",,,1.0,[],[],[]
cities.S29.Q2,cities,2698,How much wealth?,"[2603, 2658]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
cities.S35.Q2,cities,2859,Why arent they getting along?,"[2761, 2817]",,,1.0,[],[],[]
cities.S1.Q3,cities,241,What city are you speaking of?,"[120, 126]",Baltimore,"[529.0, 538.0]",5.0,"['Explicit:Expansion.Disjunction', 'Explicit:nan']",[],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S5.Q3,cities,431,What kind of map are we talking about?,"[426, 429]",A map showing the relationship of people in Baltimore.,"[529.0, 538.0]",5.0,"['Implicit:Comparison.Concession.Arg2-as-denier', 'Explicit:nan']",['Implicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Expansion.Substitution.Arg2-as-subst']
cities.S7.Q3,cities,614,How many people are in Baltimore?,"[529, 538]",,,1.0,"['Implicit:Expansion.Conjunction', 'Explicit:nan']",[],[]
cities.S9.Q3,cities,846,What is TEDx?,"[810, 814]",,,1.0,"['Implicit:Comparison.Contrast', 'Explicit:nan']",['Implicit:Comparison.Contrast'],[]
cities.S11.Q3,cities,1147,Why are African Americans and Latinos worries different than geeks?,"[1023, 1028]",,,1.0,['Explicit:Contingency.Cause.Reason'],[],[]
cities.S13.Q3,cities,1339,Why do people not travel more?,"[1289, 1298]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
cities.S19.Q3,cities,1553,What makes peopel identify with a certain area more than another?,"[1449, 1457]",,,1.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],[]
cities.S52.Q5,cities,3882,Are there any conflicts?,"[3847, 3862]",,,2.0,"['Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],[]
cities.S14.Q2,cities,1553,What is your town's population?,"[1192, 1207]",,,1.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],[]
cities.S21.Q2,cities,1763,What type of sports?,"[1651, 1664]",,,1.0,['NoRel:nan'],[],[]
cities.S67.Q3,cities,4837,Did everyone arrange themselves as they did for a reason?,"[4718, 4751]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
cities.S46.Q2,cities,3864,Is this a physical space/event or something abstract?,"[3819, 3862]",It seems that they are talking about Rio de Janeiro.,"[4126.0, 4183.0]",5.0,"['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct', 'Explicit:Expansion.Conjunction']",['Implicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],"['Explicit:Contingency.Cause+Belief.Result+Belief', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
cities.S61.Q3,cities,4707,What are the things we can do to reduce segregation?,"[4513, 4541]",People need to change who they hang out with.,"[4796.0, 4822.0]",3.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",[],"['AltLex:Hypophora', 'Implicit:Comparison.Concession.Arg2-as-denier']"
