id,source_id,source_cutoff,question_text,trigger_span,answer_text,answer_span,answer_score,snippet_has_arg1_of,trigger_has_arg1_of,answer_has_arg2_of
nearwin.S131.Q2,nearwin,9040,Why are there enough visualization techniques.,"[8770, 8801]",Unfinished paths require more.,"[9040.0, 9076.0]",3.0,[],[],"['EntRel:nan', 'Explicit:Expansion.Substitution.Arg2-as-subst', 'Implicit:Contingency.Purpose.Arg2-as-goal']"
nearwin.S125.Q2,nearwin,8749,Why did his coach tell him that?,"[8590, 8615]",Because they are not sufficient.,"[9077.0, 9082.0]",3.0,[],[],"['EntRel:nan', 'Explicit:Expansion.Substitution.Arg2-as-subst', 'Implicit:Contingency.Purpose.Arg2-as-goal']"
nearwin.S2.Q1,nearwin,205,Why did you learn?,"[177, 203]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S6.Q1,nearwin,424,Tll me about the motifs what are they? ,"[344, 379]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S78.Q1,nearwin,5588,So we should always strive for discovering new things?,"[5578, 5586]",,,2.0,[],[],[]
nearwin.S85.Q1,nearwin,5802,How do we see this more clearly?,"[5729, 5754]",We would see it more clearly because of the Dunning-Kruger effect.,"[5818.0, 5839.0]",4.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
nearwin.S20.Q1,nearwin,1134,What is the value of a near win?,"[1070, 1100]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S65.Q1,nearwin,4614,Why is it incomplete?,"[4572, 4585]",about the old testament on the sistene chapel.,"[4773.0, 4812.0]",3.0,['NoRel:nan'],['NoRel:nan'],['NoRel:nan']
nearwin.S70.Q1,nearwin,4814,Why did he implore that?,"[4736, 4757]",About mastery being reaching,"[4906.0, 4938.0]",3.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['NoRel:nan', 'Explicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction', 'NoRel:nan']"
nearwin.S72.Q1,nearwin,4958,How is the mastery reaching?,"[4912, 4938]",it is about sacrificing your craft,"[5089.0, 5139.0]",3.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction', 'AltLex:Expansion.Substitution.Arg1-as-subst']"
nearwin.S115.Q1,nearwin,8014,Should you trust your gut?,"[7982, 7996]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
nearwin.S74.Q1,nearwin,5141,How do you craft your career?,"[5119, 5139]",that the triumphs are the result of grand achievement,"[5333.0, 5366.0]",3.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
nearwin.S76.Q1,nearwin,5368,What are the achievements,"[5349, 5366]",,,2.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],[]
nearwin.S80.Q1,nearwin,5465,What is the leading edge,"[5443, 5463]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S84.Q1,nearwin,5626,How does he compose,"[5603, 5624]",,,2.0,['NoRel:nan'],['NoRel:nan'],[]
nearwin.S107.Q1,nearwin,7733,What was the high score before Jackie?,"[7681, 7731]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
nearwin.S109.Q1,nearwin,7927,How can we manufacture a near win?,"[7876, 7925]",,,2.0,[],[],[]
nearwin.S8.Q1,nearwin,559,What was her response?,"[435, 483]",,,2.0,['EntRel:nan'],[],[]
nearwin.S10.Q1,nearwin,774,"What was her mark, comments are to vague. ","[672, 695]",,,2.0,['Explicit:Contingency.Cause.Reason'],[],[]
nearwin.S12.Q1,nearwin,860,"How did your veiw change, from what to what? ","[817, 858]",sucess is short term celebrate the creativity long term,"[901.0, 956.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Comparison.Concession.Arg2-as-denier']"
nearwin.S16.Q1,nearwin,1027,why would you think success is a moment? ,"[876, 896]",almost winning is now the standard? Really? ,"[1104.0, 1132.0]",3.0,['EntRel:nan'],[],['Implicit:Expansion.Conjunction']
nearwin.S73.Q1,nearwin,5051,Were any other artists reaching and never finding mastery?,"[4912, 4938]",Explorer Saunders supports the view of struggling to improve without merely succeeding.,"[5309.0, 5366.0]",4.0,['Implicit:Expansion.Conjunction'],[],['EntRel:nan']
nearwin.S75.Q1,nearwin,5211,Doesn't this provide a slanted view since many people are very skilled and practical?,"[5051, 5094]",,,2.0,['EntRel:nan'],[],[]
nearwin.S77.Q1,nearwin,5417,Is it mastery if you don't accomplish goals?,"[5393, 5415]",Pushing harder leads to higher skills and that is part of mastery.,"[5650.0, 5684.0]",4.0,['NoRel:nan'],['NoRel:nan'],['NoRel:nan']
nearwin.S87.Q1,nearwin,5953,How does Dunning-Kruger effect work?,"[5818, 5839]","A near win is more important then success, as it pushes us harder to reach the end goal, thus making us learn more in the process.","[6027.0, 6049.0]",4.0,['Explicit:Expansion.Conjunction'],[],"['NoRel:nan', 'Explicit:Comparison.Contrast']"
nearwin.S93.Q1,nearwin,6780,Can this near win phenomenon be applied to anything else?,"[6538, 6555]",,,2.0,['Explicit:Expansion.Conjunction'],[],[]
nearwin.S99.Q1,nearwin,6964,How do we see our goals?,"[6953, 6962]",The near win phenomenon puts our goals closer to us. ,"[7000.0, 7028.0]",5.0,[],[],"['EntRel:nan', 'AltLex:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
nearwin.S62.Q1,nearwin,4524,Who is this friend mentioned in the passage?,"[4416, 4426]",,,1.0,[],[],[]
nearwin.S69.Q1,nearwin,4680,Is the editor or author of those works famous?,"[4524, 4563]",,,1.0,['NoRel:nan'],[],[]
nearwin.S71.Q1,nearwin,4912,Is there other symbolism in Michaelangelo's works?,"[4852, 4894]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
nearwin.S30.Q1,nearwin,2285,Did the archer hit the target?,"[1923, 1948]","Yes, she hit the target.","[2285.0, 2306.0]",5.0,['NoRel:nan'],[],['NoRel:nan']
nearwin.S37.Q1,nearwin,2486,Did she hit any more tens?,"[2451, 2484]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S39.Q1,nearwin,2626,Were all of the archers exhausted?,"[2544, 2575]",,,2.0,[],[],[]
nearwin.S41.Q1,nearwin,2739,What did the archer do next?,"[2626, 2656]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
nearwin.S94.Q1,nearwin,6964,Are they addicted to playing?,"[6705, 6741]",,,1.0,[],[],[]
nearwin.S101.Q1,nearwin,7157,"How would you describe a great day, tomorrow?","[7064, 7110]",A great day tomorrow will be described with more clarity and detail.,"[7225.0, 7269.0]",5.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast']
nearwin.S103.Q1,nearwin,7305,Does a near win improve self esteem?,"[7283, 7303]",It improves drive and determination.,"[7614.0, 7661.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['Implicit:Temporal.Asynchronous.Precedence', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']"
nearwin.S105.Q1,nearwin,7505,Did Jackie feel like a failure?,"[7404, 7460]",It made her feel more determined to succeed.,"[7542.0, 7574.0]",3.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']","['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']","['EntRel:nan', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']"
nearwin.S43.Q1,nearwin,3023,Why is it so rare in American culture?,"[2739, 2771]",It's very difficult so not many people reach that level.,"[3212.0, 3250.0]",3.0,['Explicit:Comparison.Concession.Arg2-as-denier'],['Explicit:Comparison.Concession.Arg2-as-denier'],"['EntRel:nan', 'Explicit:Comparison.Contrast', 'Explicit:Contingency.Condition.Arg2-as-cond']"
nearwin.S45.Q1,nearwin,3144,How long did they stay for?,"[3023, 3035]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S51.Q1,nearwin,3314,What else besides excellence is involved with mastery?,"[3262, 3304]","Mastery is not just focused on achieving one thing, but trying to constantly improve yourself.","[3449.0, 3495.0]",4.0,['Implicit:Comparison.Similarity'],['Implicit:Comparison.Similarity'],"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Substitution.Arg2-as-subst']"
nearwin.S17.Q1,nearwin,1134,How do we value the gift of a near win?,"[1092, 1132]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S22.Q1,nearwin,1335,What did you see the archers do?,"[1195, 1228]",He saw one eating ice cream while holding arrows and others saying numbers.,"[1612.0, 1656.0]",4.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
nearwin.S24.Q1,nearwin,1608,Did you see the archer's paradox?,"[1335, 1381]",,,1.0,['EntRel:nan'],[],[]
nearwin.S26.Q1,nearwin,1848,Why were they speaking numbers?,"[1795, 1846]",They were saying the degree numbers they needed for positioning.,"[1848.0, 1877.0]",5.0,[],[],"['Explicit:Expansion.Conjunction', 'Explicit:Temporal.Synchronous', 'Explicit:Expansion.Substitution.Arg2-as-subst']"
nearwin.S28.Q1,nearwin,2039,What did she do next?,"[1923, 1948]",Her next arrow missed the target.,"[2369.0, 2406.0]",5.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['NoRel:nan', 'Explicit:Expansion.Conjunction', 'Explicit:Temporal.Asynchronous.Precedence']"
nearwin.S32.Q1,nearwin,2220,Did the archer hit the ten ring?,"[2072, 2105]","The archer hit 7, 9 and then two tens.","[2301.0, 2349.0]",5.0,['Explicit:Expansion.Conjunction'],[],"['NoRel:nan', 'Explicit:Expansion.Conjunction', 'Explicit:Temporal.Asynchronous.Precedence', 'Explicit:Expansion.Conjunction', 'Explicit:Temporal.Asynchronous.Precedence']"
nearwin.S36.Q1,nearwin,2408,What did she do after she missed the target?,"[2380, 2406]",She kept practicing at her target for the next three hours.,"[2451.0, 2484.0]",5.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']"
nearwin.S70.Q2,nearwin,4814,How does mastery relate to not finishing things?,"[4654, 4678]","Mastery comes from trying for a goal, not reaching the goal.","[4912.0, 4956.0]",4.0,['Explicit:Expansion.Conjunction'],[],"['NoRel:nan', 'AltLex:Expansion.Substitution.Arg1-as-subst']"
nearwin.S72.Q2,nearwin,4958,How does reaching help mastery?,"[4912, 4938]",Mastery comes from wanting to bridge a gap in your ability.,"[4988.0, 5002.0]",4.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction']
nearwin.S74.Q2,nearwin,5141,Crafting your career is bad?,"[5099, 5139]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S76.Q2,nearwin,5368,What are Saunders' triumphs the result of?,"[5322, 5346]","The motivation he got from almost achieving his goals, but failing.","[5379.0, 5415.0]",5.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],"['EntRel:nan', 'Explicit:Comparison.Contrast']"
nearwin.S80.Q2,nearwin,5465,"What does the author mean by ""leading edge?""","[5451, 5463]",It might mean the things we will achieve in the future.,"[5563.0, 5586.0]",3.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
nearwin.S84.Q2,nearwin,5626,"Are there more examples of this ""wisdom?""","[5465, 5478]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
nearwin.S65.Q2,nearwin,4614,Why did his friend refuse to honor his request?,"[4420, 4443]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
nearwin.S89.Q1,nearwin,6071,How is the near win related to increasing knowledge?,"[6056, 6069]",,,2.0,['AltLex:Expansion.Instantiation'],['AltLex:Expansion.Instantiation'],[]
nearwin.S91.Q1,nearwin,6361,Why does this difference in frustration exist?,"[6132, 6200]","The broze medalist are just satisfied that they received any medal at all, whereas the silver medalists were more focused in the next competition.","[6484.0, 6514.0]",5.0,[],[],"['Implicit:Expansion.Instantiation', 'Explicit:Expansion.Conjunction', 'AltLex:Contingency.Cause.Result']"
nearwin.S125.Q3,nearwin,8749,What more could they do?,"[8703, 8732]",more techniques and drills,"[8777.0, 8820.0]",4.0,[],[],['EntRel:nan']
nearwin.S110.Q2,nearwin,8014,what drives us to do more?,"[7775, 7804]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],[]
nearwin.S117.Q2,nearwin,8255,what type of imperfections?,"[8196, 8228]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S119.Q2,nearwin,8404,do they come back to fix the flaw?,"[8291, 8306]",,,1.0,['Implicit:Contingency.Cause.Reason'],['Implicit:Contingency.Cause.Reason'],[]
nearwin.S121.Q2,nearwin,8479,Why are they masters?,"[8404, 8427]",They know there is no end,"[8503.0, 8536.0]",5.0,['Implicit:Expansion.Substitution.Arg2-as-subst'],['Implicit:Expansion.Substitution.Arg2-as-subst'],"['Implicit:Expansion.Substitution.Arg2-as-subst', 'Explicit:Contingency.Cause.Reason']"
nearwin.S123.Q2,nearwin,8538,How do they work towards the end?,"[8503, 8536]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S105.Q2,nearwin,7505,Do near wins make people more determined to try again?,"[7348, 7397]",A near win made Jackie Joyner-Kersee compete harder and set a record for the heptathlon at the next Olympics.,"[7649.0, 7677.0]",3.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']",[],"['Implicit:Temporal.Asynchronous.Precedence', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']"
nearwin.S94.Q2,nearwin,6964,Who or what made the gambling industry stop selling near win scratch off tickets?,"[6798, 6840]",,,1.0,[],[],[]
nearwin.S101.Q2,nearwin,7157,Does something that seems close seem more attainable?,"[6973, 7028]",We can imagine something that is closer more clearly.,"[7242.0, 7269.0]",4.0,['Explicit:Comparison.Contrast'],[],['Explicit:Comparison.Contrast']
nearwin.S103.Q2,nearwin,7305,Does a near win really compel people to buy more tickets just because the win seemed so close?,"[7275, 7303]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
nearwin.S107.Q2,nearwin,7733,So Olympians and gamblers are similar when it comes to how they deal with near wins?,"[7542, 7599]",We thrive when we still have to compete to win rather than when we've already won.,"[7733.0, 7769.0]",5.0,['NoRel:nan'],[],['NoRel:nan']
nearwin.S109.Q2,nearwin,7927,How could you manufacture a near win at a conference?,"[7890, 7925]",,,1.0,[],[],[]
nearwin.S115.Q2,nearwin,8014,"Is there any research that backs this up, rather than just gut level reasoning?","[7982, 8012]",The study of Navajo crafts people who put imperfections in their work.,"[8190.0, 8253.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Instantiation']
nearwin.S53.Q2,nearwin,3497,Why does mastery take so much time?,"[3449, 3495]",Masterpieces take time to determine and opinions are often subjective,"[3668.0, 3710.0]",3.0,['EntRel:nan'],['EntRel:nan'],"['Implicit:Expansion.Instantiation', 'Explicit:Temporal.Synchronous']"
nearwin.S55.Q2,nearwin,3712,Why is a near win more exciting than success?,"[3537, 3581]",Flaws make works of art more interesting,"[3712.0, 3747.0]",4.0,[],[],"['Implicit:Expansion.Instantiation', 'Explicit:Temporal.Synchronous']"
nearwin.S129.Q1,nearwin,9083,Is this the coach of the archer team?,"[8663, 8674]",,,1.0,['NoRel:nan'],[],[]
nearwin.S134.Q2,nearwin,9190,Are we building a team?,"[9083, 9091]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],[]
nearwin.S59.Q2,nearwin,4109,Why didn't paul revisit his paintings?,"[3968, 4011]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
nearwin.S61.Q1,nearwin,4354,Why did Franz Kafka not value other people's opinions,"[4234, 4262]",,,1.0,[],[],[]
nearwin.S67.Q1,nearwin,4524,Why did Franz Kafka's friend ignore his advice?,"[4420, 4455]",,,1.0,[],[],[]
nearwin.S46.Q2,nearwin,3314,Are mastery and success the same concept?,"[3104, 3142]",They are not the same. Mastery is a constant pursuit,"[3314.0, 3342.0]",4.0,['Implicit:Comparison.Similarity'],[],['Implicit:Comparison.Similarity']
nearwin.S57.Q2,nearwin,3855,Why does Elizabeth not value her paintings as much as her audience?,"[3794, 3825]",She thought they were incomplete and flawed,"[3879.0, 3918.0]",3.0,['Implicit:Comparison.Similarity'],['Implicit:Comparison.Similarity'],['Implicit:Comparison.Similarity']
nearwin.S131.Q3,nearwin,9040,how did that make you feel?,"[8921, 8941]",,,1.0,[],[],[]
nearwin.S81.Q1,nearwin,5626,what is the reason for somebody to compose something he likes,"[5588, 5625]",he has love for it ,"[5783.0, 5800.0]",4.0,['NoRel:nan'],['NoRel:nan'],"['NoRel:nan', 'Explicit:Contingency.Cause.Reason']"
nearwin.S86.Q1,nearwin,5841,who knows who will be there by then,"[5818, 5840]",everything is unnkown,"[5966.0, 5998.0]",3.0,['EntRel:nan'],['EntRel:nan'],"['EntRel:nan', 'Explicit:Temporal.Synchronous', 'Explicit:Expansion.Conjunction']"
nearwin.S88.Q1,nearwin,5999,how do you call a person who pretends to know more,"[5966, 5996]",it was mind teasing,"[6443.0, 6457.0]",5.0,['NoRel:nan'],['NoRel:nan'],"['Implicit:Expansion.Instantiation', 'AltLex:Contingency.Cause.Result', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']"
nearwin.S90.Q1,nearwin,6222,what is the simplest way to tell a person you a damn looser?,"[6155, 6200]",play around with it,"[6660.0, 6679.0]",5.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],"['EntRel:nan', 'Explicit:Expansion.Conjunction']"
nearwin.S92.Q1,nearwin,6516,how easy is it to get what you don't deserve,"[6484, 6502]",it is either yes or no as it is in coins,"[6516.0, 6537.0]",5.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
nearwin.S96.Q1,nearwin,6855,what are the functions of of a laver,"[6789, 6815]",things that make life more easier,"[6973.0, 6998.0]",5.0,['EntRel:nan'],['EntRel:nan'],"['EntRel:nan', 'AltLex:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
nearwin.S100.Q1,nearwin,7048,better off,"[6918, 6926]",what is it good abuot it,"[7116.0, 7130.0]",5.0,['NoRel:nan'],['NoRel:nan'],['NoRel:nan']
nearwin.S136.Q2,nearwin,9424,Is Elizabeth Murray a painter?,"[9357, 9397]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
nearwin.S138.Q2,nearwin,9553,What would a utopia look like?,"[9429, 9450]",,,1.0,['NoRel:nan'],[],[]
nearwin.S1.Q2,nearwin,177,What did her retrospective consist of?,"[134, 175]",,,2.0,['Implicit:Contingency.Cause.Reason'],['Implicit:Contingency.Cause.Reason'],[]
nearwin.S5.Q2,nearwin,344,What type of things did she paint?,"[295, 342]",,,2.0,['Implicit:Contingency.Cause.Reason'],['Implicit:Contingency.Cause.Reason'],[]
nearwin.S7.Q2,nearwin,485,What was her opinion on her early works?,"[435, 483]",She thought they were below her standards.,"[595.0, 632.0]",5.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
nearwin.S107.Q3,nearwin,7733,Do most people get these kinds of results from addressing their mountains?,"[7610, 7644]",It is at least implied that people achieve greater results through the mentality of near-wins.,"[7931.0, 7961.0]",3.0,['NoRel:nan'],['NoRel:nan'],['NoRel:nan']
nearwin.S109.Q3,nearwin,7927,How can we reproduce these results?,"[7876, 7925]",We listen to our guts.,"[7979.0, 8012.0]",3.0,[],[],"['NoRel:nan', 'Explicit:Contingency.Cause.Reason']"
nearwin.S115.Q3,nearwin,8014,How can my life play this out?,"[7931, 7961]","My life can play it out by accomplishing things in a near-complete way, giving me something higher and higher to aim toward.","[8027.0, 8073.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
nearwin.S94.Q3,nearwin,6964,How does it change our view of the landscape?,"[6907, 6943]",Our goals seem closer to us through near-wins.,"[7000.0, 7046.0]",5.0,[],[],"['EntRel:nan', 'AltLex:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
nearwin.S101.Q3,nearwin,7157,What are these more general terms?,"[7112, 7155]",,,1.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],[]
nearwin.S103.Q3,nearwin,7305,What are the downsides to the near-win mentality?,"[7271, 7303]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
nearwin.S105.Q3,nearwin,7505,Is the addressing positive overall or negative?,"[7348, 7383]","It implies that the addressing of the mountain is positive, but we also know that there were abuses of near-wins.","[7610.0, 7626.0]",3.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause+Belief.Result+Belief']",[],['Implicit:Temporal.Asynchronous.Precedence']
nearwin.S9.Q2,nearwin,645,What were her favorite works of her's?,"[582, 612]",,,1.0,['Explicit:Expansion.Instantiation'],['Explicit:Expansion.Instantiation'],[]
nearwin.S11.Q2,nearwin,801,How much was the painting worth?,"[752, 799]",,,1.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],[]
nearwin.S13.Q2,nearwin,958,How did this change how you went about being creative?,"[817, 858]",,,1.0,['Explicit:Comparison.Concession.Arg2-as-denier'],[],[]
nearwin.S19.Q2,nearwin,1070,How do we turn success in to mastery?,"[981, 1026]",It is when we get close to accomplishing something that we begin to try harder.,"[1095.0, 1132.0]",3.0,['Implicit:Expansion.Conjunction'],[],['Implicit:Expansion.Conjunction']
nearwin.S30.Q2,nearwin,2285,How would he coach offer support?,"[1985, 2020]",,,1.0,['NoRel:nan'],[],[]
