id,source_id,source_cutoff,question_text,trigger_span,answer_text,answer_span,answer_score,snippet_has_arg1_of,trigger_has_arg1_of,answer_has_arg2_of
investment.S150.Q1,investment,8591,which ones are acceptable expected risks? ,"[8540, 8589]",,,1.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],[]
investment.S152.Q1,investment,8791,what study are you referring to? ,"[8749, 8789]",,,1.0,[],[],[]
investment.S154.Q1,investment,8957,sre you saying there is flaw in the study? ,"[8835, 8855]",,,2.0,['NoRel:nan'],[],[]
investment.S156.Q1,investment,9075,"Insurance is one way to vaid disaster, but what other thigs should we do to plan for future? ","[8992, 9038]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
investment.S160.Q1,investment,9246,how is investing sustainability the same is insurance? ,"[9078, 9102]",,,1.0,[],[],[]
investment.S164.Q1,investment,9365,"what if you don't create a better world, but harm the existing one? ","[9325, 9349]",,,1.0,['NoRel:nan'],[],[]
investment.S73.Q1,investment,4752,What does ESG mean?,"[4633, 4687]",,,1.0,['EntRel:nan'],[],[]
investment.S48.Q1,investment,3388,How are companies using ESGs?,"[3322, 3355]",,,2.0,['AltLex:Expansion.Instantiation'],['AltLex:Expansion.Instantiation'],[]
investment.S52.Q1,investment,3532,What do the applications have to do with anything?,"[3454, 3503]",More mobile workplace and lower real estate footprint,"[3639.0, 3681.0]",3.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['AltLex:Expansion.Manner.Arg2-as-manner', 'AltLex:Hypophora', 'AltLex:Expansion.Instantiation', 'AltLex:Contingency.Cause.Result']"
investment.S62.Q1,investment,4424,What was the bet?,"[4125, 4148]",,,2.0,['NoRel:nan'],[],[]
investment.S69.Q1,investment,4513,Are they isolated cases?,"[4457, 4487]",,,2.0,['NoRel:nan'],[],[]
investment.S71.Q1,investment,4633,How well do these companies do financially?,"[4516, 4591]",Some of these companies do better than others; the best. ,"[4858.0, 4908.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],['Explicit:Comparison.Contrast']
investment.S2.Q1,investment,267,How is the world changing?,"[75, 92]",,,2.0,['EntRel:nan'],[],[]
investment.S6.Q1,investment,431,Why are they ignoring it then?,"[398, 416]",,,1.0,['Explicit:Contingency.Cause+Belief.Reason+Belief'],['Explicit:Contingency.Cause+Belief.Reason+Belief'],[]
investment.S8.Q1,investment,625,How can they influence sustainability?,"[557, 623]",,,1.0,[],[],[]
investment.S10.Q1,investment,802,What is sustainable investing?,"[708, 729]",,,2.0,['Explicit:Expansion.Conjunction'],[],[]
investment.S12.Q1,investment,882,Explain sustainable investing to me?,"[860, 880]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
investment.S16.Q1,investment,1170,How should we deal with these problems?,"[1020, 1081]",,,1.0,['Explicit:Expansion.Level-of-detail.Arg2-as-detail'],['Explicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
investment.S20.Q1,investment,1320,How are they relevant?,"[1280, 1299]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
investment.S1.Q1,investment,223,What is the change?,"[196, 221]",environmental and social issues,"[327.0, 358.0]",4.0,['Explicit:Expansion.Level-of-detail.Arg2-as-detail'],['Explicit:Expansion.Level-of-detail.Arg2-as-detail'],['EntRel:nan']
investment.S5.Q1,investment,385,Are those things important?,"[290, 320]",that iit is reckless to ignore these things,"[398.0, 429.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
investment.S145.Q1,investment,8406,how can you plan for an uncertain future? ,"[8188, 8233]","no action is riskier, so what actions are safest? ","[8643.0, 8672.0]",3.0,[],[],"['AltLex:Hypophora', 'Explicit:Comparison.Contrast']"
investment.S7.Q1,investment,489,How can it jeopordize the future,"[448, 469]",investors and pension funds,"[625.0, 663.0]",4.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['Explicit:nan', 'Explicit:Expansion.Conjunction']"
investment.S9.Q1,investment,693,How does it rest with them?,"[665, 691]",less complicated than you think,"[733.0, 764.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
investment.S11.Q1,investment,842,How is it important,"[806, 825]",that the population will be growing and aging,"[892.0, 932.0]",4.0,['NoRel:nan'],['NoRel:nan'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction']"
investment.S13.Q1,investment,1017,Will the number continue to grow,"[979, 1015]",,,2.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
investment.S19.Q1,investment,1246,Are environmental and social issues important,"[1193, 1224]",not to bury our heads in the sand,"[1421.0, 1447.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],['Explicit:Expansion.Conjunction']
investment.S128.Q1,investment,7421,Can anyone else drive the efforts of sustainability? ,"[7335, 7394]",The ones with the money,"[7451.0, 7470.0]",3.0,"['Implicit:Contingency.Cause.Reason', 'Implicit:Q/A']",[],"['Implicit:Contingency.Cause.Reason', 'Implicit:Q/A']"
investment.S17.Q1,investment,1320,What happens if we do not reduce emissions?,"[1091, 1147]",,,1.0,['Explicit:Expansion.Conjunction'],[],[]
investment.S22.Q1,investment,1497,Will there be consequences for burying our heads in the sand?,"[1472, 1495]",,,1.0,"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Level-of-detail.Arg2-as-detail']",['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
investment.S24.Q1,investment,1617,What are the investment rules?,"[1561, 1615]",Investers look at different aspects of a company to decide if they want to invest.,"[1673.0, 1697.0]",3.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],"['Implicit:Expansion.Instantiation', 'Explicit:Contingency.Condition.Arg2-as-cond', 'Explicit:Temporal.Synchronous']"
investment.S26.Q1,investment,1826,Is it very risky?,"[1704, 1753]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
investment.S107.Q1,investment,6425,What is the historical track record for ESG relted investments? Is this a fad or something which will demonstrate itself long term? ,"[6395, 6412]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
investment.S36.Q1,investment,2415,Does the board and investors punish companies for violations?,"[2287, 2351]",,,1.0,['Explicit:Comparison.Concession.Arg2-as-denier'],[],[]
investment.S1.Q2,investment,223,How is the world changing?,"[71, 92]",,,1.0,['Explicit:Expansion.Level-of-detail.Arg2-as-detail'],[],[]
investment.S105.Q1,investment,6351,If pensions are 'integrating ESG' accross their entre funds - doesn't that increase their long term risk due to reduced diversification overall? ,"[6259, 6270]",,,2.0,[],[],[]
investment.S132.Q1,investment,7496,How much money?,"[7451, 7491]",global market is at 55 trillion dolars,"[7528.0, 7576.0]",3.0,['AltLex:Expansion.Substitution.Arg2-as-subst'],['AltLex:Expansion.Substitution.Arg2-as-subst'],['Implicit:Expansion.Instantiation']
investment.S118.Q1,investment,6983,So did you stay working there when it was so tough?,"[6863, 6891]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
investment.S120.Q1,investment,7061,What needs clarifying?,"[7024, 7048]",That companies are not obligated to do it all.,"[7144.0, 7190.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Contingency.Cause.Reason']
investment.S9.Q2,investment,693,How can institutional investors influence sustainability?,"[548, 623]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
investment.S11.Q2,investment,842,Why is sustainable investing so important?,"[806, 840]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
investment.S13.Q2,investment,1017,What kind of problems will the growing population cause?,"[979, 1015]",We will consume natural resources faster and faster.,"[1017.0, 1052.0]",3.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction']
investment.S19.Q2,investment,1246,What else is there?,"[1226, 1244]",There are also economic issues.,"[1246.0, 1269.0]",5.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
investment.S28.Q1,investment,2002,Will that improve investers accuracy and returns?,"[1961, 2000]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
investment.S32.Q1,investment,2283,Are companies very environmentally conscious?,"[2023, 2082]",,,2.0,['Explicit:Expansion.Conjunction'],[],[]
investment.S7.Q2,investment,489,What things are investors ignoring?,"[393, 429]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
investment.S72.Q1,investment,4720,What does ESG performance mean? ,"[4672, 4687]",While not fully explained - ESG pervoemance is clearly related to overall environmental sustainability and represents some form of ranking system. ,"[4888.0, 4908.0]",3.0,['EntRel:nan'],['EntRel:nan'],['Explicit:Comparison.Contrast']
investment.S74.Q1,investment,4826,What is the purpose of the MSCI World index and what data from it is relevant to this discussion? ,"[4740, 4750]",The MSCI World Index must categorize companies related to their 'sustainability for easy reference. ,"[4858.0, 4873.0]",3.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast']
investment.S76.Q1,investment,4958,How is ESG performance calculated? ,"[4933, 4956]",,,1.0,['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],[]
investment.S80.Q1,investment,4995,Why is the goal of the author to increase sustainability? ,"[4981, 4994]",,,2.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
investment.S84.Q1,investment,5061,What does out-performance mean in this context?,"[5036, 5050]",I take this to mean that the companies have 'out-performed the other companies in terms of financial success? ,"[5070.0, 5092.0]",4.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation']
investment.S33.Q2,investment,2415,What is the purpose of this?,"[2372, 2413]",,,1.0,['Explicit:Comparison.Concession.Arg2-as-denier'],['Explicit:Comparison.Concession.Arg2-as-denier'],[]
investment.S38.Q2,investment,2730,What does ESG stand for?,"[2419, 2422]",,,1.0,['Explicit:Contingency.Cause+SpeechAct.Result+SpeechAct'],[],[]
investment.S94.Q1,investment,5967,Is the individual involved in this discussion an environmentalist or a financial advisor?,"[5881, 5899]",,,1.0,[],[],[]
investment.S101.Q1,investment,6022,"This discussions seems rather formal and professional, so why is the speaker using casual slang regarding Australians? ","[5987, 6013]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
investment.S103.Q1,investment,6156,Why is this individual interested in the financial success of various pension funds? ,"[6022, 6048]",,,2.0,[],[],[]
investment.S115.Q1,investment,6698,What is the data that the people 'who don't see it this way' point to to support their positions?,"[6681, 6697]",I can certainly understand people viewing sustainability metrics as a political statement as opposed to a long-term track record for future value generation. ,"[6820.0, 6842.0]",4.0,['Implicit:Expansion.Substitution.Arg2-as-subst'],['Implicit:Expansion.Substitution.Arg2-as-subst'],"['Implicit:Expansion.Substitution.Arg2-as-subst', 'Explicit:Expansion.Disjunction']"
investment.S122.Q1,investment,7270,Why aren't companies and investors responsible for the planet?,"[7089, 7142]",,,2.0,['Implicit:Expansion.Substitution.Arg2-as-subst'],[],[]
investment.S124.Q1,investment,7331,How are they compatible? ,"[7270, 7288]",The x-factors are the investors,"[7335.0, 7393.0]",3.0,['Explicit:Comparison.Concession.Arg2-as-denier'],['Explicit:Comparison.Concession.Arg2-as-denier'],['Explicit:Comparison.Concession.Arg2-as-denier']
investment.S5.Q2,investment,385,Why is sustainability important?,"[223, 265]",Because ignoring it can reduce future returns.,"[431.0, 487.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Contingency.Cause+Belief.Reason+Belief']"
investment.S109.Q1,investment,6564,Is there really any value in simply breaking down value generation into three broad categories? ,"[6508, 6530]",,,1.0,['AltLex:Contingency.Cause+Belief.Result+Belief'],['AltLex:Contingency.Cause+Belief.Result+Belief'],[]
investment.S113.Q1,investment,6845,could you do both?,"[6732, 6774]",,,2.0,['Implicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Comparison.Concession.Arg2-as-denier'],[]
investment.S73.Q2,investment,4752,How is the ESG performance rated?,"[4665, 4687]",,,1.0,['EntRel:nan'],[],[]
investment.S75.Q1,investment,4910,Who are some of the best ESG performers?,"[4884, 4908]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg1-as-detail'],['Implicit:Expansion.Level-of-detail.Arg1-as-detail'],[]
investment.S77.Q1,investment,4981,How many years is ESG performance tracked?,"[4910, 4956]",,,1.0,['Implicit:Comparison.Concession.Arg2-as-denier'],[],[]
investment.S83.Q1,investment,5008,What more do you want?,"[4995, 5006]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
investment.S168.Q1,investment,9484,How does it poke fun at the issues?,"[9431, 9454]",It has a Mark Twain quote.,"[9619.0, 9639.0]",3.0,"['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']","['Implicit:Expansion.Conjunction', 'Explicit:Expansion.Conjunction']",['Explicit:Expansion.Conjunction']
investment.S170.Q1,investment,9641,What else does it say?,"[9529, 9556]",Your future is where you'll be spending your life.,"[9662.0, 9705.0]",5.0,['Explicit:Contingency.Cause.Reason'],[],"['Explicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Reason']"
investment.S48.Q2,investment,3388,What changes are these companies making?,"[3341, 3355]",move to cloud,"[3486.0, 3503.0]",3.0,['AltLex:Expansion.Instantiation'],['AltLex:Expansion.Instantiation'],"['AltLex:Expansion.Manner.Arg2-as-manner', 'AltLex:Hypophora', 'AltLex:Expansion.Instantiation']"
investment.S65.Q1,investment,4488,Which power tools company are these people discussing? ,"[4277, 4289]",,,1.0,['Implicit:Comparison.Concession.Arg2-as-denier'],[],[]
investment.S70.Q1,investment,4592,That is a pretty wide blanket statement - has this person done any research into the financial success of companies focused on sustainability?,"[4564, 4591]",This person has indeed looked into the financial sucess of companies interested in sustainability - and cites specific data to support his statement. ,"[4637.0, 4647.0]",5.0,[],[],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
investment.S24.Q2,investment,1617,What investment rules of today won't work tomorrow?,"[1561, 1586]","rather than just looking at financial data and metrics, investors should look at ESG performance metrics","[1925.0, 1964.0]",4.0,['Implicit:Expansion.Instantiation'],['Implicit:Expansion.Instantiation'],"['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Explicit:Expansion.Conjunction']"
investment.S26.Q2,investment,1826,"What should they be looking at, if not financial data and metrics?","[1699, 1735]","performance metrics in environment, social and governance (ESG)","[1925.0, 1964.0]",5.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Explicit:Expansion.Conjunction']"
investment.S28.Q2,investment,2002,"Why should investors care about environment, social, and governance performance metrics?","[1966, 2000]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
investment.S32.Q2,investment,2283,Why is human capital important?,"[2141, 2154]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
investment.S36.Q2,investment,2415,What is the importance of company oversight (governance) for investors? ,"[2313, 2365]",,,1.0,['Explicit:Comparison.Concession.Arg2-as-denier'],[],[]
investment.S17.Q2,investment,1320,What can be done to control risk?,"[1275, 1318]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
investment.S22.Q2,investment,1497,Is there a way to simplify them so people understand them better?,"[1324, 1347]",,,1.0,"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Level-of-detail.Arg2-as-detail']",[],[]
investment.S40.Q2,investment,2907,What are the CEOs doing?,"[2892, 2905]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
investment.S42.Q2,investment,3142,How are they incorporating sustainability?,"[3029, 3083]",,,2.0,['Explicit:Comparison.Contrast'],['Explicit:Comparison.Contrast'],[]
investment.S44.Q2,investment,3261,What makes the other 7% hesitant?,"[3146, 3178]",,,1.0,['Implicit:Expansion.Equivalence'],[],[]
investment.S52.Q2,investment,3532,how much did it save state street?,"[3512, 3530]",23 million,"[3741.0, 3770.0]",5.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['AltLex:Expansion.Manner.Arg2-as-manner', 'AltLex:Hypophora', 'AltLex:Expansion.Instantiation', 'AltLex:Contingency.Cause.Result', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']"
investment.S134.Q1,investment,7578,is the author implying that institutional investors are good or bad for sustainability?,"[7496, 7522]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
investment.S136.Q1,investment,7645,What is the author's opinion of this amount of money created by these global markets?,"[7615, 7643]","The author believes the money should be used to solve world problems, due to the excessive amount of money involved ","[7771.0, 7825.0]",5.0,['Implicit:Comparison.Similarity'],['Implicit:Comparison.Similarity'],['NoRel:nan']
investment.S138.Q2,investment,7771,Is the author stating that institutional investors hinder sustainability?,"[7731, 7769]","It seems the author is suggesting that they use their power to solve world problems, and are not currently doing so","[7883.0, 7940.0]",3.0,['NoRel:nan'],['NoRel:nan'],"['NoRel:nan', 'Explicit:Contingency.Condition.Arg2-as-cond']"
investment.S140.Q2,investment,7942,is this goal the author proposes attainable?,"[7827, 7881]",it seems that the author beleieves this goal to be attainable ,"[8012.0, 8069.0]",3.0,['Implicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Comparison.Concession.Arg2-as-denier'],"['Implicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Level-of-detail.Arg2-as-detail']"
investment.S69.Q2,investment,4513,What cases might be isolated?,"[4457, 4487]",Companies that take sustainability into consideration. ,"[4516.0, 4563.0]",5.0,['NoRel:nan'],[],['NoRel:nan']
investment.S148.Q2,investment,8406,What is the author's rebuttal to the claim that the need for sustainability is exaggerated?,"[8318, 8375]",,,2.0,[],[],[]
investment.S35.Q1,investment,2367,who has more authority over the current issue,"[2287, 2322]",there is a process for every company in authority,"[2461.0, 2495.0]",4.0,['AltLex:Contingency.Cause+SpeechAct.Result+SpeechAct'],['AltLex:Contingency.Cause+SpeechAct.Result+SpeechAct'],"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']"
investment.S27.Q1,investment,1895,what is the market place supposed to do,"[1875, 1894]",look for perfomance metrics,"[1925.0, 1944.0]",5.0,"['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Explicit:Expansion.Conjunction']","['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Explicit:Expansion.Conjunction']","['Implicit:Contingency.Cause+Belief.Reason+Belief', 'Explicit:Expansion.Conjunction']"
investment.S78.Q1,investment,5008,Why was there no performance tradeoff?,"[4933, 4956]",Climate change strategy and risk management,"[5310.0, 5338.0]",5.0,['NoRel:nan'],[],['NoRel:nan']
investment.S85.Q1,investment,5239,What is ESG?,"[5051, 5059]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],[]
investment.S29.Q1,investment,2125,what about the social and governance policies,"[1966, 2000]",they both got roles to play,"[2141.0, 2187.0]",5.0,['Implicit:Expansion.Conjunction'],[],['Implicit:Expansion.Conjunction']
investment.S129.Q1,investment,7496,What role do investors play in sustainability?,"[7349, 7393]","One can assume that based on this context, they provide the funding for sustainable efforts","[7551.0, 7576.0]",3.0,['AltLex:Expansion.Substitution.Arg2-as-subst'],[],['Implicit:Expansion.Instantiation']
investment.S144.Q2,investment,8234,How substantial would this impact be?,"[8188, 8233]",The author is implying the impact would have dire consequences ,"[8234.0, 8287.0]",4.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction']
investment.S62.Q2,investment,4424,What did they produce?,"[4277, 4310]",Sustainable products.,"[4516.0, 4563.0]",3.0,['NoRel:nan'],[],['NoRel:nan']
investment.S104.Q1,investment,6232,Whats the first largest in the US?,"[6156, 6194]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
investment.S106.Q1,investment,6356,What entails a 100% sustainable investment?,"[6259, 6293]",long term value creation,"[6445.0, 6470.0]",3.0,"['Implicit:Contingency.Cause.Reason', 'Implicit:Q/A']","['Implicit:Contingency.Cause.Reason', 'Implicit:Q/A']",['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
investment.S108.Q1,investment,6532,What are the three forms of capital?,"[6508, 6531]","financial, human, physical","[6532.0, 6562.0]",5.0,[],[],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
investment.S71.Q2,investment,4633,What are some examples of companies making sustainable products?,"[4628, 4631]",The MSCI World,"[4729.0, 4750.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['EntRel:nan']
investment.S161.Q1,investment,9365,How do we invest sustainably?,"[9078, 9102]",,,1.0,['NoRel:nan'],[],[]
investment.S166.Q1,investment,9399,What do you like?,"[9384, 9397]",They like the comic that makes fun of both sides of the issue.,"[9428.0, 9454.0]",5.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['Implicit:Expansion.Conjunction', 'Explicit:Contingency.Cause.Reason']"
investment.S78.Q2,investment,5008,What do you want more of?,"[4981, 4993]",A good investment.,"[5313.0, 5337.0]",3.0,['NoRel:nan'],[],['NoRel:nan']
investment.S85.Q2,investment,5239,Should you invest in environmentally conscious companies?,"[5177, 5208]",Investing in environmentally conscious companies will payoff because they have outperformed over the last eight years.,"[5268.0, 5308.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
investment.S87.Q1,investment,5339,Will the trend continue?,"[5248, 5266]","Yes, focusing on the environment yields good results.","[5387.0, 5443.0]",3.0,['Implicit:Expansion.Substitution.Arg1-as-subst'],[],['Explicit:Comparison.Concession.Arg2-as-denier']
investment.S14.Q1,investment,1246,Are all these humans contributing to the current climate change,"[1110, 1147]",they are not part of it ,"[1246.0, 1307.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']"
investment.S21.Q1,investment,1472,are all gonna die ,"[1421, 1447]",the most important thing is life,"[1497.0, 1519.0]",4.0,"['Implicit:Comparison.Contrast', 'Explicit:Expansion.Level-of-detail.Arg2-as-detail']","['Implicit:Comparison.Contrast', 'Explicit:Expansion.Level-of-detail.Arg2-as-detail']",['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
investment.S102.Q1,investment,6050,What is CalPERs?,"[6022, 6048]",a pension fund for public employees in california ,"[6050.0, 6112.0]",5.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
investment.S23.Q1,investment,1520,is the changes caused by climate change reverseble,"[1472, 1495]",they call it market complexion ,"[1830.0, 1858.0]",3.0,['Explicit:Expansion.Level-of-detail.Arg2-as-detail'],[],['Explicit:Expansion.Conjunction']
investment.S25.Q1,investment,1728,what if they fail to invest in a more appropriate bank account,"[1699, 1727]",,,1.0,[],[],[]
investment.S89.Q1,investment,5445,Should we invest more in these companies?,"[5426, 5443]",,,2.0,['NoRel:nan'],['NoRel:nan'],[]
investment.S91.Q1,investment,5600,Do people want to invest in companies that care about the environment?,"[5494, 5509]",Some institutions are interested in investing in environmentally conscious companies.,"[5606.0, 5614.0]",4.0,[],[],['AltLex:Hypophora']
investment.S93.Q1,investment,5661,How can we gather more interest?,"[5620, 5629]",,,1.0,[],[],[]
